CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_DIRECTION,DOORING_I,WORK_ZONE_I,NUM_UNITS,INJURIES_TOTAL,CRASH_HOUR,LATITUDE,LONGITUDE,NUM_PASSENGERS,LIC_PLATE_STATE,VEHICLE_DEFECT,VEHICLE_TYPE,VEHICLE_USE,TRAVEL_DIRECTION,MANEUVER,OCCUPANT_CNT,EXCEED_SPEED_LIMIT_I,FIRST_CONTACT_POINT,PERSON_TYPE,CITY,SEX,AGE,SAFETY_EQUIPMENT,AIRBAG_DEPLOYED,EJECTION,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,PEDPEDAL_ACTION,PEDPEDAL_VISIBILITY,BAC_RESULT VALUE,CELL_PHONE_USE,INJURY,FATALITIES,Location,VEHICLE_AGE,AGE_binned,VEHICLE_AGE_binned,PEDPEDAL_ACTION_NEW,PHYSICAL_CONDITION_NEW,LOCATION_NEW,LOCATION_ADDRESS
2019-05-27 15:17:00,30,NO_SIGN,NO CONTROLS,RAIN,DAYLIGHT,OTHER OBJECT,NOT_DIVIDED,2,STRAIGHT AND LEVEL,WET,"RUT, HOLES",N,N,N,PHYSICAL CONDITION OF DRIVER,NOT APPLICABLE,W,N,N,1,1,Afternoon,41.82338276,-87.67271619,0,IL,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,1,N,OTHER,DRIVER,CHICAGO,M,75.0,USED SAFETY EQUIP,NOT APPLICABLE,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,2.0,Over 60,Below 5,UNABLE TO DETERMINE,NORMAL,"41.82338276, -87.67271619","3854, South Wolcott Avenue, McKinley Park, Chicago, Cook County, Illinois, 60609, United States of America"
2017-11-03 14:18:00,30,SIGN,NOT FUNCTIONING,CLEAR,DAYLIGHT,TURNING,DIVIDED,4,STRAIGHT ON GRADE,DRY,NO DEFECTS,Y,N,N,UNABLE TO DETERMINE,NOT APPLICABLE,S,N,N,3,2,Afternoon,41.876338239,-87.666517465,0,IL,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,SW,TURN,1,N,SIDE,DRIVER,CHICAGO,F,53.0,USED SAFETY EQUIP,NOT APPLICABLE,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,9.0,between 51 and 60,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.876338239, -87.666517465","1598, West Van Buren Street, Near West Side, Illinois Medical District, Chicago, Cook County, Illinois, 60607, United States of America"
2019-04-07 12:16:00,35,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT_DIVIDED,3,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,Y,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,E,N,N,2,1,Afternoon,41.883327202,-87.62761777,0,IL,NONE,PASSENGER,UNKNOWN/NA,E,STRAIGHT AHEAD,1,N,FRONT,DRIVER,OTHER,M,34.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,NONE,FOLLOWED TOO CLOSELY,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,4.0,between 31 and 40,Below 5,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.883327202, -87.62761777","Macy's, 101-137, North State Street, Loop, Chicago, Cook County, Illinois, 60602, United States of America"
2018-04-27 08:07:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",FAILING TO YIELD RIGHT-OF-WAY,N,N,N,2,1,Morning,41.943356401,-87.640344858,0,IL,NONE,BUS OVER 15 PASS.,CTA,N,STRAIGHT AHEAD,1,N,FRONT,DRIVER,CHICAGO,M,43.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,10.0,between 41 and 50,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.943356401, -87.640344858","3330, North Lake Shore Drive, Lake View, Lakeview, Chicago, Cook County, Illinois, 60657, United States of America"
2017-12-03 02:20:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,NOT_DIVIDED,4,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,E,N,N,2,1,Early_morning,41.758986865,-87.576082626,1,IL,NONE,OTHER,POLICE,SE,STRAIGHT AHEAD,2,N,FRONT,DRIVER,CHICAGO,M,24.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,FAILED TO YIELD,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,2.0,between 19 and 30,Below 5,UNABLE TO DETERMINE,NORMAL,"41.758986865, -87.576082626","South Jeffery Boulevard, South Shore, Chicago, Cook County, Illinois, 60617, United States of America"
2019-11-18 18:27:00,35,SIGN,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,Y,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,S,N,N,3,2,Night,41.702643027,-87.535429846,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,PEDESTRIAN,CHICAGO,M,57.0,DID NOT USE SAFETY EQUIP,UNABLE TO DETERMINE,UNABLE TO DETERMINE,NONE,OTHER,UNABLE TO DETERMINE,WITH TRAFFIC,NO CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,15.0,between 51 and 60,11 to 15,WITH TRAFFIC,UNABLE TO DETERMINE,"41.702643027, -87.535429846","3625, East 106th Street, East Side, Chicago, Cook County, Illinois, 60617, United States of America"
2018-09-19 20:00:00,30,NO_SIGN,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,CLEAR,N,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,W,N,N,3,2,Night,41.967957833,-87.744218658,1,IL,NONE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,2,N,REAR,DRIVER,CHICAGO,F,30.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,7.0,between 19 and 30,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.967957833, -87.744218658","4630, West Lawrence Avenue, Albany Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States of America"
2020-02-28 17:41:00,25,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,W,N,N,2,1,Afternoon,41.909792526,-87.741433878,0,IL,NONE,BUS OVER 15 PASS.,CTA,W,STRAIGHT AHEAD,1,N,FRONT,DRIVER,CHICAGO,F,62.0,USED SAFETY EQUIP,NOT APPLICABLE,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,4.0,Over 60,Below 5,UNABLE TO DETERMINE,NORMAL,"41.909792526, -87.741433878","4554, West North Avenue, Beat 2523, Chicago, Jefferson Township, Cook County, Illinois, 60302, United States of America"
2018-06-08 09:14:00,30,NO_SIGN,NO CONTROLS,RAIN,DAYLIGHT,REAR END,NOT_DIVIDED,2,STRAIGHT AND LEVEL,WET,NO DEFECTS,N,N,N,FOLLOWING TOO CLOSELY,NOT APPLICABLE,N,N,N,3,1,Morning,41.945716563,-87.766603298,0,IL,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,1,N,FRONT,DRIVER,CHICAGO,F,57.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,FOLLOWED TOO CLOSELY,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,8.0,between 51 and 60,5 to 10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.945716563, -87.766603298","West Addison Street, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 690639, United States of America"
2018-10-31 12:30:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,S,N,N,2,2,Afternoon,41.750067077,-87.54816253,0,IL,NONE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,1,N,SIDE,DRIVER,CHICAGO,F,36.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,FAILED TO YIELD,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,12.0,between 31 and 40,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.750067077, -87.54816253","8002, South South Shore Drive, South Chicago, Chicago, Cook County, Illinois, 60617, United States of America"
2019-05-26 01:31:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,FAILING TO YIELD RIGHT-OF-WAY,DISREGARDING TRAFFIC SIGNALS,W,N,N,3,6,Night,41.885301637,-87.72071527,2,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,3,N,OTHER,DRIVER,CHICAGO,F,39.0,UNABLE TO DETERMINE,DEPLOYED,NONE,NONE,OTHER,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,5.0,between 31 and 40,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.885301637, -87.72071527","Hamlin, West Lake Street, West Garfield Park, Chicago, Cook County, Illinois, 60624, United States of America"
2017-11-02 11:00:00,30,SIGN,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,TURNING,NOT_DIVIDED,4,STRAIGHT AND LEVEL,WET,CLEAR,Y,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,W,N,N,2,2,Morning,41.792173895,-87.796400628,0,IL,UNABLE TO DETERMINE,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,TURN,1,N,FRONT,DRIVER,LOCKPORT,F,20.0,USED SAFETY EQUIP,DEPLOYED,NONE,OTHER,OTHER,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,3.0,between 19 and 30,Below 5,UNABLE TO DETERMINE,NORMAL,"41.792173895, -87.796400628","5447, South Sayre Avenue, Garfield Ridge, Chicago, Cook County, Illinois, 60638, United States of America"
2018-07-21 01:19:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,UNABLE TO DETERMINE,UNABLE TO DETERMINE,N,N,N,2,2,Night,41.932119314,-87.707576909,1,IL,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,2,N,SIDE,DRIVER,CHICAGO,M,35.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,OTHER,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,13.0,between 31 and 40,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.932119314, -87.707576909","3200, West Diversey Avenue, Avondale, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States of America"
2018-02-05 14:59:00,35,NO_SIGN,NO CONTROLS,SNOW,DAYLIGHT,TURNING,NOT_DIVIDED,2,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,N,N,N,EXCEEDING AUTHORIZED SPEED LIMIT,NOT APPLICABLE,S,N,N,2,1,Afternoon,41.737518583,-87.663253754,0,IL,NONE,PASSENGER,UNKNOWN/NA,SW,TURN,1,N,FRONT,DRIVER,CHICAGO,M,68.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,5.0,Over 60,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.737518583, -87.663253754","8552-8556, South Ashland Avenue, Auburn Gresham, Chicago, Cook County, Illinois, 60620, United States of America"
2018-04-27 06:22:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,UNABLE TO DETERMINE,NOT APPLICABLE,S,N,N,3,1,Early_morning,41.674617358,-87.620555447,0,IL,NONE,PASSENGER,NOT IN USE,S,OTHER,0,N,REAR,UNABLE TO DETERMINE,OTHER,UNABLE TO DETERMINE,42.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,0.0,between 41 and 50,Below 5,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.674617358, -87.620555447","12054, South Michigan Avenue, Cookes Subdivision, Chicago, Cook County, Illinois, 60628, United States of America"
2018-07-28 21:50:00,25,NO_SIGN,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,UNABLE TO DETERMINE,NOT APPLICABLE,W,N,N,2,1,Night,41.889785516,-87.722658161,1,IL,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,2,N,FRONT,DRIVER,CHICAGO,M,23.0,UNABLE TO DETERMINE,NOT APPLICABLE,NONE,OTHER,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,15.0,between 19 and 30,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.889785516, -87.722658161","3841, West Ferdinand Street, Humboldt Park, Chicago, Cook County, Illinois, 60624, United States of America"
2019-08-02 01:01:00,35,NO_SIGN,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER TURNING/NO SIGNAL,E,N,N,2,1,Night,41.766012452,-87.595840918,0,IL,NONE,PASSENGER,PERSONAL,W,TURN,1,N,OTHER,DRIVER,CHICAGO,M,20.0,USED SAFETY EQUIP,DEPLOYED,NONE,FAILED TO YIELD,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,7.0,between 19 and 30,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.766012452, -87.595840918","1200, East 71st Street, Chicago, Cook County, Illinois, 60619, United States of America"
2018-04-02 22:35:00,20,SIGN,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT_DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,Y,EXCEEDING AUTHORIZED SPEED LIMIT,DISREGARDING TRAFFIC SIGNALS,W,N,N,5,1,Night,41.905867971,-87.765847589,2,MO,UNABLE TO DETERMINE,PASSENGER,UNKNOWN/NA,E,STRAIGHT AHEAD,3,N,FRONT,DRIVER,OTHER,X,36.0,UNABLE TO DETERMINE,DEPLOYED,NONE,EVADING POLICE VEHICLE,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,0.0,between 31 and 40,Below 5,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.905867971, -87.765847589","1400, North Central Avenue, Beat 2531, Chicago, Cook County, Illinois, 60630, United States of America"
2018-05-05 17:55:00,30,NO_SIGN,NO CONTROLS,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,E,N,N,2,1,Afternoon,41.751346361,-87.608058279,3,IL,NONE,PASSENGER,PERSONAL,W,OTHER,4,N,FRONT,DRIVER,CHICAGO,F,25.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,FAILED TO YIELD,OTHER,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,11.0,between 19 and 30,11 to 15,UNABLE TO DETERMINE,NORMAL,"41.751346361, -87.608058279","648-652, East 79th Street, Chatham, Chicago, Cook County, Illinois, 60619, United States of America"
2019-09-11 15:30:00,35,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,CLEAR,N,N,N,PHYSICAL CONDITION OF DRIVER,PHYSICAL CONDITION OF DRIVER,S,N,N,2,1,Afternoon,41.7108701,-87.613713763,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,S,OTHER,0,N,SIDE,UNABLE TO DETERMINE,OTHER,UNABLE TO DETERMINE,35.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,11.0,between 31 and 40,11 to 15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.7108701, -87.613713763","10101, South Doctor Martin Luther King Junior Drive, Roseland, Chicago, Cook County, Illinois, 60628, United States of America"
2018-07-31 20:50:00,20,NO_SIGN,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT_DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,Y,UNABLE TO DETERMINE,NOT APPLICABLE,W,N,N,2,1,Night,41.845960702,-87.725288209,0,IL,UNABLE TO DETERMINE,OTHER,UNKNOWN/NA,W,STRAIGHT AHEAD,1,N,FRONT,DRIVER,OTHER,M,36.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,NONE,FAILED TO YIELD,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,11.0,between 31 and 40,11 to 15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.845960702, -87.725288209","4015, West 25th Street, South Lawndale, Chicago, Cook County, Illinois, 60623, United States of America"
2018-10-18 21:00:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,PEDESTRIAN,NOT_DIVIDED,2,STRAIGHT AND LEVEL,NO DEFECTS,CLEAR,N,N,Y,UNABLE TO DETERMINE,NOT APPLICABLE,W,N,N,2,1,Night,41.920613336,-87.665264228,0,IL,UNABLE TO DETERMINE,OTHER,UNKNOWN/NA,W,OTHER,1,N,OTHER,DRIVER,OTHER,X,42.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,9.0,between 41 and 50,5 to 10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.920613336, -87.665264228","1439, West Shakespeare Avenue, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States of America"
2018-05-30 16:57:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,Y,DISREGARDING YIELD SIGN,DISREGARDING YIELD SIGN,E,N,N,2,1,Afternoon,41.765935744,-87.579399237,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,W,TURN,1,N,FRONT,DRIVER,CHICAGO,F,37.0,USED SAFETY EQUIP,UNABLE TO DETERMINE,NONE,NONE,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,2.0,between 31 and 40,Below 5,UNABLE TO DETERMINE,NORMAL,"41.765935744, -87.579399237","7109, South Bennett Avenue, Bryn Mawr West, Chicago, Cook County, Illinois, 60649, United States of America"
2019-12-27 16:55:00,30,NO_SIGN,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,Y,N,N,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,S,N,N,2,1,Afternoon,41.71925798,-87.643301224,0,IL,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,TURN,1,N,OTHER,DRIVER,MATTESON,F,56.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,FAILED TO YIELD,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,7.0,between 51 and 60,5 to 10,UNABLE TO DETERMINE,NORMAL,"41.71925798, -87.643301224","9600, South Halsted Street, Washington Heights, Chicago, Cook County, Illinois, 60628, United States of America"
2020-07-13 10:00:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,NOT_DIVIDED,2,STRAIGHT AND LEVEL,NO DEFECTS,CLEAR,N,N,N,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,N,N,N,2,1,Morning,41.928682409,-87.668414928,0,IL,UNABLE TO DETERMINE,OTHER,OTHER,N,OTHER,0,N,OTHER,PEDESTRIAN,CHICAGO,F,33.0,DID NOT USE SAFETY EQUIP,UNABLE TO DETERMINE,UNABLE TO DETERMINE,NONE,NOT OBSCURED,NORMAL,CROSSING - WITH SIGNAL,NO CONTRASTING CLOTHING,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,9.0,between 31 and 40,5 to 10,CROSSING,NORMAL,"41.928682409, -87.668414928","2556-2558, North Ashland Avenue, Lincoln Park, Chicago, Cook County, Illinois, 60657, United States of America"
2019-08-03 19:49:00,30,NO_SIGN,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,WORN SURFACE,N,N,Y,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER TURNING/NO SIGNAL,W,N,N,2,1,Night,41.902510328,-87.729464982,1,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,W,TURN,2,N,SIDE,DRIVER,CHICAGO,M,45.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,NONE,IMPROPER TURN,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,15.0,between 41 and 50,11 to 15,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.902510328, -87.729464982","4115, West Division Street, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States of America"
2017-10-15 16:50:00,25,NO_SIGN,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,PARKED MOTOR VEHICLE,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,CLEAR,N,N,Y,DISTRACTION - FROM OUTSIDE VEHICLE,UNABLE TO DETERMINE,W,N,N,4,1,Afternoon,41.882239067,-87.773048925,0,IL,UNABLE TO DETERMINE,PASSENGER,PERSONAL,W,OTHER,0,N,FRONT,UNABLE TO DETERMINE,OTHER,UNABLE TO DETERMINE,45.0,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,OTHER,OTHER,UNABLE TO DETERMINE,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,9.0,between 41 and 50,5 to 10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,"41.882239067, -87.773048925","5922-5930, West Washington Boulevard, Austin, Oak Park, Cook County, Illinois, 60644, United States of America"
2018-04-30 08:10:00,30,SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT_DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,N,N,N,UNABLE TO DETERMINE,NOT APPLICABLE,N,N,N,2,1,Morning,41.886371132,-87.706133454,0,IL,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,STRAIGHT AHEAD,1,N,FRONT,DRIVER,CHICAGO,F,37.0,USED SAFETY EQUIP,NOT DEPLOYED,NONE,OTHER,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Downtown,0.0,between 31 and 40,Below 5,UNABLE TO DETERMINE,NORMAL,"41.886371132, -87.706133454","3155, West Fulton Boulevard, East Garfield Park, Chicago, Cook County, Illinois, 60624, United States of America"
2019-06-09 11:20:00,25,SIGN,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,REAR END,DIVIDED,2,STRAIGHT ON GRADE,WET,NO DEFECTS,Y,N,N,WEATHER,NOT APPLICABLE,W,N,N,2,1,Morning,41.721292005,-87.664945054,0,IL,UNABLE TO DETERMINE,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,OTHER,1,N,FRONT,DRIVER,CHICAGO,M,47.0,USED SAFETY EQUIP,NOT APPLICABLE,NONE,TOO FAST FOR CONDITIONS,NOT OBSCURED,NORMAL,UNABLE TO DETERMINE,UNABLE TO DETERMINE,0,UNABLE TO DETERMINE,INJURED,NOT FATAL,Not Downtown,17.0,between 41 and 50,Over 15,UNABLE TO DETERMINE,NORMAL,"41.721292005, -87.664945054","9448, South Charles Street, Beverly, Chicago, Cook County, Illinois, 60620, United States of America"
